采集时间,经度(Longitude),纬度(Latitude),高度(Altitude_m),SO2(ug/m3),SO2标识,NO2(ug/m3),NO2标识,NO(ug/m3),NO标识,NOx(ug/m3),NOx标识,CO(mg/m3),CO标识,O3(ug/m3),O3标识,工况PM2.5(ug/m3),工况PM2.5标识,工况PM10(ug/m3),工况PM10标识,大气温度(℃),大气温度标识,大气湿度(%),大气湿度标识,风向(°),风向标识,风速(m/s),风速标识,大气压(hPa),大气压标识,Thermal_OC(ug/m^3),Thermal_OC标识,Thermal_EC(ug/m^3),Thermal_EC标识,OptOC(ugC/m^3),OptOC标识,OptEC(ugC/m^3),OptEC标识,TC(ugC/m^3),TC标识,BC_370nm(ng/m3),BC_370nm标识,BC_430nm(ng/m3),BC_430nm标识,蓝色_470nm(ng/m3),蓝色_470nm标识,BC_520nm(ng/m3),BC_520nm标识,黄色_565nm(ng/m3),黄色_565nm标识,黄色_590nm(ng/m3),黄色_590nm标识,红色_660nm(ng/m3),红色_660nm标识,BC_760nm(ng/m3),BC_760nm标识,黑炭_880nm(ng/m3),黑炭_880nm标识,红外_950nm(ng/m3),红外_950nm标识,标准时间
2025-05-23 00:55:00,119.98941862092803,30.282776771870275,146.95513853180245,2.2,,23.5,,1.5,,25.8,,0.306,PZ,42.7,,24.0,,30.5,,23.12,,94.0,,67.0,,1.2,,998.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 00:55:00
2025-05-23 01:00:00,119.98936838712578,30.282795748322034,147.80374715703,2.1,,23.5,,1.2,,25.4,,0.107,PZ,41.6,,18.6,,29.7,,23.17,,94.0,,78.0,,1.2,,998.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:00:00
2025-05-23 01:05:00,119.98931800477442,30.282814352366746,148.73991345243016,1.9,,24.1,,1.1,,25.8,,0.091,PZ,41.5,,18.6,,29.7,,23.1,,94.0,,80.0,,1.5,,998.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:05:00
2025-05-23 01:10:00,119.98926747663509,30.282832582843977,149.7263154220478,2.2,,24.0,,1.1,,25.6,,-0.004,H,41.8,,18.6,,29.7,,23.13,,94.0,,74.0,,1.3,,998.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:10:00
2025-05-23 01:15:00,119.98921680547801,30.282850438613767,150.72362833212787,2.0,,23.2,,0.8,,24.5,,0.143,,42.9,,18.6,,29.7,,23.11,,94.0,,68.0,,1.3,,998.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:15:00
2025-05-23 01:20:00,119.98916599408223,30.2828679185567,151.69209246414724,2.0,,22.8,,0.7,,24.0,,0.344,,42.3,,18.6,,29.7,,23.18,,94.0,,61.0,,1.0,,998.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:20:00
2025-05-23 01:25:00,119.98911504523562,30.28288502157398,152.59309820932756,1.5,,22.5,,0.8,,23.7,,0.366,,43.0,,18.6,,29.7,,23.1,,94.0,,70.0,,1.3,,998.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:25:00
2025-05-23 01:30:00,119.9890639617346,30.282901746587484,153.39072531189655,1.9,,22.3,,0.8,,23.5,,0.367,,42.4,,18.6,,29.7,,23.11,,94.0,,74.0,,1.4,,998.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:30:00
2025-05-23 01:35:00,119.989012746384,30.282918092539845,154.05317489633197,2.1,,22.4,,0.7,,23.6,,0.369,,41.0,,18.6,,29.7,,23.1,,94.0,,77.0,,1.2,,998.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:35:00
2025-05-23 01:40:00,119.98896140199702,30.282934058394506,154.55403718818442,1.7,,22.7,,1.0,,24.3,,0.365,,40.7,,18.6,,29.7,,23.13,,94.0,,81.0,,1.1,,997.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:40:00
2025-05-23 01:45:00,119.9889099313949,30.2829496431358,154.87334438843925,1.4,,21.9,,1.4,,24.1,,0.351,,42.1,,18.6,,29.7,,23.11,,94.0,,74.0,,1.6,,997.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:45:00
2025-05-23 01:50:00,119.98885833740688,30.282964845768998,154.99836672665444,1.3,,21.2,,1.4,,23.4,,0.345,,41.7,,18.6,,29.7,,23.17,,94.0,,72.0,,1.3,,997.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:50:00
2025-05-23 01:55:00,119.98880662287004,30.28297966532037,154.92411995673618,1.6,,21.5,,1.2,,23.3,,0.345,,40.7,,18.6,,29.7,,23.2,,94.0,,76.0,,1.0,,997.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 01:55:00
2025-05-23 02:00:00,119.98875479062912,30.28299410083726,154.65356406310224,1.2,,22.0,,0.9,,23.5,,0.354,,39.4,,18.6,,29.7,,23.2,,93.0,,74.0,,1.3,,997.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 02:00:00
2025-05-23 02:05:00,119.98870284353633,30.28300815138814,154.19748525544273,1.4,,22.4,,1.0,,24.0,,0.359,,39.1,,19.7,,25.9,,23.26,,93.0,,78.0,,1.0,,997.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 02:05:00
2025-05-23 03:40:00,119.98865078445128,30.283021816062675,153.57406595657935,1.5,,11.7,,0.9,,13.0,,0.252,,67.6,,21.7,,27.0,,22.77,,91.0,,93.0,,3.4,,996.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 03:40:00
2025-05-23 03:50:00,119.98859861624071,30.283035093971755,152.8081599266444,1.8,,11.2,,0.6,,12.2,,0.236,,65.4,,21.7,,27.0,,22.55,,92.0,,88.0,,2.3,,997.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 03:50:00
2025-05-23 03:55:00,119.98854634177846,30.28304798424759,151.9303014220952,2.3,,11.2,,0.7,,12.3,,0.237,,64.0,,21.7,,27.0,,22.5,,93.0,,83.0,,2.2,,997.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 03:55:00
2025-05-23 04:00:00,119.98849396394519,30.283060486043738,150.97548789126654,1.9,,11.5,,1.0,,13.0,,0.246,,63.2,,16.4,,20.3,,22.5,,93.0,,86.0,,2.4,,997.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:00:00
2025-05-23 04:05:00,119.98844148562831,30.283072598535167,149.98178473654204,1.5,,12.0,,1.2,,13.8,,0.253,,62.6,,16.4,,20.3,,22.51,,93.0,,92.0,,1.8,,997.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:05:00
2025-05-23 04:10:00,119.98838890972179,30.283084320918313,148.98880776689003,2.1,,12.2,,1.1,,13.9,,0.254,,62.3,,16.4,,20.3,,22.5,,93.0,,83.0,,2.7,,996.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:10:00
2025-05-23 04:15:00,119.98833623912597,30.283095652411124,148.03614384057053,2.4,,11.9,,0.8,,13.1,,0.249,,61.2,,16.4,,20.3,,22.44,,93.0,,76.0,,1.6,,996.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:15:00
2025-05-23 04:20:00,119.98828347674744,30.283106592253112,147.161772662021,1.6,,11.7,,0.8,,12.9,,0.26,,60.9,,16.4,,20.3,,22.4,,93.0,,81.0,,1.7,,996.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:20:00
2025-05-23 04:25:00,119.98823062549887,30.283117139705414,146.40055265089327,2.1,,11.8,,1.0,,13.4,,0.27,,60.1,,16.4,,20.3,,22.47,,93.0,,86.0,,1.9,,996.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:25:00
2025-05-23 04:30:00,119.98817768829886,30.283127294050825,145.7828312468606,1.5,,12.2,,0.9,,13.6,,0.269,,58.6,,16.4,,20.3,,22.54,,93.0,,85.0,,2.7,,996.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:30:00
2025-05-23 04:35:00,119.98812466807175,30.28313705459385,145.3332350529701,1.9,,13.0,,0.9,,14.4,,0.279,,57.0,,16.4,,20.3,,22.63,,93.0,,78.0,,1.8,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:35:00
2025-05-23 04:40:00,119.98807156774745,30.28314642066076,145.0696880506894,1.3,,13.6,,1.0,,15.2,,0.28,,56.0,,16.4,,20.3,,22.69,,93.0,,83.0,,2.2,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:40:00
2025-05-23 04:45:00,119.98801839026137,30.283155391599614,145.0026970273287,0.9,,14.0,,1.1,,15.7,,0.284,,54.7,,16.4,,20.3,,22.7,,92.0,,70.0,,1.4,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:45:00
2025-05-23 04:50:00,119.98796513855413,30.28316396678033,145.13493270358683,0.9,,14.0,,1.2,,15.9,,0.292,,53.6,,16.4,,20.3,,22.72,,92.0,,80.0,,1.5,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:50:00
2025-05-23 04:55:00,119.98791181557148,30.28317214559471,145.4611232603454,1.2,,14.1,,1.3,,16.0,,0.291,,52.8,,16.4,,20.3,,22.79,,92.0,,82.0,,1.7,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 04:55:00
2025-05-23 05:00:00,119.98785842426409,30.28317992745648,145.96826450946025,1.4,,14.4,,1.2,,16.3,,0.287,,52.3,,16.4,,20.3,,22.8,,92.0,,80.0,,2.0,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:00:00
2025-05-23 05:05:00,119.98780496758745,30.283187311801342,146.63613832970594,2.3,,14.5,,1.1,,16.2,,0.292,,51.2,,14.1,,10.7,,22.8,,92.0,,86.0,,1.3,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:05:00
2025-05-23 05:10:00,119.98775144850164,30.283194298087007,147.43811869946697,1.6,,14.6,,0.9,,16.0,,0.296,,49.9,,14.1,,10.7,,22.83,,92.0,,82.0,,1.4,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:10:00
2025-05-23 05:15:00,119.98769786997121,30.28320088579322,148.3422331921953,1.3,,15.0,,0.8,,16.2,,0.298,,48.7,,14.1,,10.7,,22.8,,92.0,,78.0,,1.2,,996.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:15:00
2025-05-23 05:20:00,119.987644234965,30.283207074421828,149.3124376161661,1.8,,15.9,,0.8,,17.1,,0.307,,48.8,,14.1,,10.7,,22.8,,92.0,,82.0,,1.7,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:20:00
2025-05-23 05:25:00,119.98759054645593,30.28321286349677,150.31005298265183,1.3,,16.0,,0.9,,17.3,,0.309,,48.8,,14.1,,10.7,,22.8,,92.0,,81.0,,1.7,,996.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:25:00
2025-05-23 05:30:00,119.98753680742097,30.283218252564158,151.29530751514795,1.4,,16.2,,1.0,,17.7,,0.308,,48.0,,14.1,,10.7,,22.8,,92.0,,79.0,,1.5,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:30:00
2025-05-23 05:35:00,119.98748302084077,30.283223241192267,152.22892222459436,2.0,,16.5,,1.3,,18.5,,0.303,,46.1,,14.1,,10.7,,22.8,,93.0,,80.0,,0.9,,996.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:35:00
2025-05-23 05:40:00,119.98742918969971,30.283227828971604,153.07367683871607,1.7,,17.1,,1.3,,19.0,,0.302,,46.1,,14.1,,10.7,,22.76,,93.0,,82.0,,1.7,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:40:00
2025-05-23 05:45:00,119.98737531698559,30.283232015514916,153.7958936568273,1.9,,17.0,,1.1,,18.6,,0.305,,48.5,,14.1,,10.7,,22.7,,93.0,,86.0,,2.1,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:45:00
2025-05-23 05:50:00,119.98732140568951,30.28323580045721,154.3667801734759,1.4,,16.9,,1.1,,18.6,,0.303,,48.4,,14.1,,10.7,,22.7,,93.0,,83.0,,1.2,,996.7,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:50:00
2025-05-23 05:55:00,119.9872674588057,30.283239183455816,154.7635769447796,1.4,,16.7,,1.2,,18.6,,0.304,,48.2,,14.1,,10.7,,22.7,,93.0,,83.0,,1.3,,996.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 05:55:00
2025-05-23 06:00:00,119.98721347933136,30.283242164190373,154.97046493563118,2.0,,16.5,,1.4,,18.6,,0.304,,51.2,,14.1,,10.7,,22.7,,92.0,,91.0,,2.3,,996.8,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:00:00
2025-05-23 06:05:00,119.98715947026649,30.283244742362882,154.9791961747083,1.1,,16.1,,1.6,,18.5,,0.299,,52.4,,18.9,,25.3,,22.7,,92.0,,91.0,,2.4,,996.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:05:00
2025-05-23 06:10:00,119.98710543461374,30.283246917697724,154.78942257506196,1.0,,16.4,,1.6,,18.8,,0.287,,52.4,,18.9,,25.3,,22.7,,92.0,,94.0,,2.4,,996.9,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:10:00
2025-05-23 06:15:00,119.98705137537819,30.28324868994167,154.40870981124476,2.0,,16.6,,1.4,,18.8,,0.291,,52.9,,18.9,,25.3,,22.7,,92.0,,89.0,,2.4,,997.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:15:00
2025-05-23 06:20:00,119.98699729556724,30.283250058863914,153.8522356997415,1.5,,16.1,,1.4,,18.2,,0.304,,53.1,,18.9,,25.3,,22.61,,92.0,,87.0,,1.8,,997.0,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:20:00
2025-05-23 06:25:00,119.9869431981904,30.2832510242561,153.14218510732215,1.2,,15.5,,1.6,,17.9,,0.319,,53.0,,18.9,,25.3,,22.6,,92.0,,73.0,,1.4,,997.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:25:00
2025-05-23 06:30:00,119.98688908625921,30.28325158593232,152.30686551041336,1.5,,15.8,,1.6,,18.3,,0.336,,51.6,,18.9,,25.3,,22.65,,92.0,,78.0,,1.4,,997.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:30:00
2025-05-23 06:35:00,119.98683496278692,30.283251743729153,151.3795784653385,1.4,,16.8,,1.6,,19.3,,0.33,,51.3,,18.9,,25.3,,22.7,,92.0,,77.0,,1.4,,997.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:35:00
2025-05-23 06:40:00,119.98678083078845,30.283251497505667,150.3972919803622,1.0,,16.5,,1.4,,18.7,,0.315,,53.2,,18.9,,25.3,,22.7,,92.0,,84.0,,1.8,,997.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:40:00
2025-05-23 06:45:00,119.98672669328018,30.28325084714344,149.3991667178562,1.9,,15.7,,1.5,,17.9,,0.298,,53.4,,18.9,,25.3,,22.74,,92.0,,82.0,,1.3,,997.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:45:00
2025-05-23 06:50:00,119.98667255327977,30.283249792546574,148.4249947822702,1.9,,15.7,,1.7,,18.3,,0.31,,51.6,,18.9,,25.3,,22.84,,92.0,,83.0,,0.9,,997.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:50:00
2025-05-23 06:55:00,119.98661841380604,30.28324833364171,147.51361333449972,1.6,,16.9,,1.8,,19.6,,0.316,,51.2,,18.9,,25.3,,22.8,,92.0,,88.0,,1.3,,997.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 06:55:00
2025-05-23 07:00:00,119.98656427787873,30.283246470378028,146.70135627683487,1.8,,17.6,,1.6,,20.1,,0.304,,51.8,,18.9,,25.3,,22.8,,92.0,,88.0,,1.5,,997.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:00:00
2025-05-23 07:05:00,119.98651014851835,30.28324420272728,146.02060573494046,1.2,,18.0,,1.5,,20.3,,0.305,,50.0,,15.9,,19.9,,22.89,,92.0,,82.0,,1.2,,997.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:05:00
2025-05-23 07:10:00,119.98645602874608,30.283241530683764,145.49850108468928,1.1,,18.5,,1.6,,20.9,,0.312,,51.1,,15.9,,19.9,,22.9,,91.0,,79.0,,1.4,,997.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:10:00
2025-05-23 07:15:00,119.98640192158351,30.283238454264374,145.15585699089033,2.3,,19.1,,1.5,,21.3,,0.317,,48.0,,15.9,,19.9,,22.96,,91.0,,81.0,,1.5,,997.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:15:00
2025-05-23 07:20:00,119.98634783005252,30.28323497350857,145.00633359228746,2.1,,21.0,,1.7,,23.5,,0.339,,44.1,,15.9,,19.9,,23.0,,91.0,,75.0,,1.1,,997.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:20:00
2025-05-23 07:25:00,119.98629375717515,30.283231088478406,145.05589191493434,1.4,,23.2,,2.0,,26.3,,0.344,,44.5,,15.9,,19.9,,23.0,,91.0,,82.0,,1.6,,997.1,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:25:00
2025-05-23 07:30:00,119.9862397059733,30.283226799258514,145.30255622489756,1.9,,22.7,,2.1,,26.0,,0.331,,46.9,,15.9,,19.9,,23.02,,91.0,,80.0,,1.0,,997.2,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:30:00
2025-05-23 07:35:00,119.9861856794687,30.283222105956135,145.73649279453318,1.5,,22.3,,2.3,,25.8,,0.328,,43.8,,15.9,,19.9,,23.09,,91.0,,82.0,,0.7,,997.3,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:35:00
2025-05-23 07:40:00,119.98613168068267,30.28321700870109,146.34040194217582,1.3,,20.2,,2.2,,23.6,,0.323,,49.3,,15.9,,19.9,,23.0,,91.0,,86.0,,1.1,,997.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:40:00
2025-05-23 07:45:00,119.986077712636,30.2832115076458,147.09020771585358,1.4,,18.0,,2.0,,21.1,,0.318,,49.8,,15.9,,19.9,,23.0,,91.0,,92.0,,1.2,,997.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:45:00
2025-05-23 07:50:00,119.98602377834868,30.283205602965275,147.95601772552052,1.9,,17.9,,1.6,,20.4,,0.314,,50.0,,15.9,,19.9,,23.0,,91.0,,93.0,,1.2,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:50:00
2025-05-23 07:55:00,119.98596988083986,30.28319929485712,148.90331485831197,2.4,,18.4,,1.5,,20.7,,0.319,,49.4,,15.9,,19.9,,23.09,,91.0,,94.0,,1.4,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 07:55:00
2025-05-23 08:00:00,119.98591602312759,30.283192583541517,149.8943333669124,2.2,,19.2,,1.6,,21.7,,0.322,,45.4,,15.9,,19.9,,23.1,,91.0,,91.0,,0.9,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:00:00
2025-05-23 08:05:00,119.9858622082287,30.283185469261245,150.88956447072374,2.1,,20.8,,1.8,,23.5,,0.328,,43.6,,12.0,,18.3,,23.1,,91.0,,95.0,,1.3,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:05:00
2025-05-23 08:10:00,119.98580843915857,30.28317795228164,151.84933144626925,2.3,,22.6,,2.2,,26.0,,0.336,,42.3,,12.0,,18.3,,23.14,,92.0,,87.0,,1.1,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:10:00
2025-05-23 08:15:00,119.98575471893108,30.283170032890617,152.73537141295594,2.0,,23.2,,2.6,,27.2,,0.349,,42.0,,12.0,,18.3,,23.25,,92.0,,80.0,,0.7,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:15:00
2025-05-23 08:20:00,119.98570105055829,30.283161711398648,153.5123607533717,2.1,,23.3,,2.6,,27.3,,0.344,,41.5,,12.0,,18.3,,23.3,,91.0,,81.0,,0.6,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:20:00
2025-05-23 08:25:00,119.98564743705037,30.283152988138756,154.14932335444576,1.4,,23.5,,2.8,,27.8,,0.354,,42.3,,12.0,,18.3,,23.34,,91.0,,69.0,,0.6,,997.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:25:00
2025-05-23 08:30:00,119.98559388141544,30.283143863466496,154.620865527325,1.4,,24.3,,3.2,,29.3,,0.364,,40.7,,12.0,,18.3,,23.48,,91.0,,76.0,,0.3,,997.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:30:00
2025-05-23 08:35:00,119.98554038665931,30.283134337759947,154.9081883736139,1.8,,25.0,,3.4,,30.2,,0.367,,39.5,,12.0,,18.3,,23.66,,91.0,,8.0,,0.0,,997.4,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:35:00
2025-05-23 08:40:00,119.98548695578542,30.28312441141971,154.99983723813125,1.8,,24.1,,3.2,,29.0,,0.345,,44.5,,12.0,,18.3,,23.89,,90.0,,29.0,,0.2,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:40:00
2025-05-23 08:45:00,119.98543359179457,30.283114084868867,154.892158369863,1.2,,21.9,,2.6,,25.9,,0.33,,45.1,,12.0,,18.3,,23.87,,89.0,,35.0,,0.3,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:45:00
2025-05-23 08:50:00,119.98538029768486,30.283103358552996,154.5894445854867,2.5,,20.1,,2.5,,23.9,,0.327,,46.7,,12.0,,18.3,,23.89,,89.0,,17.0,,0.6,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:50:00
2025-05-23 08:55:00,119.98532707645141,30.28309223294012,154.10376412831684,2.0,,19.4,,2.5,,23.3,,0.329,,46.8,,12.0,,18.3,,23.92,,89.0,,17.0,,0.4,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 08:55:00
2025-05-23 09:00:00,119.98527393108628,30.28308070852072,153.45447954552833,1.6,,19.5,,2.4,,23.2,,0.328,,45.5,,12.5,,21.4,,24.02,,89.0,,358.0,,0.0,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 09:00:00
2025-05-23 09:05:00,119.98522086457827,30.283068785807696,152.66747576449947,2.1,,20.2,,1.8,,22.9,,0.341,,44.3,,12.5,,21.4,,24.24,,89.0,,1.0,,0.0,,997.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 09:05:00
2025-05-23 09:10:00,119.98516787991272,30.283056465336344,151.7741281424465,1.7,,20.7,,1.5,,23.1,,0.336,,45.2,,12.5,,21.4,,24.53,,88.0,,24.0,,0.0,,997.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 09:10:00
2025-05-23 09:15:00,119.98511498007137,30.283043747664344,150.8100516299393,1.3,,20.8,,1.9,,23.8,,0.328,,46.4,,12.5,,21.4,,24.5,,87.0,,12.0,,0.1,,997.5,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 09:15:00
2025-05-23 09:20:00,119.98506216803224,30.283030633371727,149.8136809152121,1.5,,21.0,,2.6,,24.9,,0.343,,47.7,,12.5,,21.4,,24.46,,88.0,,358.0,,0.1,,997.6,,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,2025-05-23 09:20:00
